569,Railings,Structures,Existing,Radio Button,IRC:SP:73-2018 Clause 7.17 Safety Barriers iv) On the existing bridges which are to be retained with or without widening crash barriers on the inside and pedestrian railings on the outer sides of the footpaths shall be provided,,FALSE,FALSE,K5.6.2, nh_sh_2_lane
570,Any failures on footpath,Structures,Existing,Radio Button,,,FALSE,FALSE,K5.6.3, nh_sh_2_lane
571,crash barrier on approaches where embankment height >3 m ,Structures,Existing,Radio Button,IRC 5:2015  Clause 109.6.1Â Suitably Designed Crash Barriers shall Generally be Located on: a) All high level bridges  flyovers  interchanges and ROBâ€™s. b) Approaches to bridge structure  where embankment height is more than 3 m c) High containment barrier shall be provided mainly on bridges on busy railway lines  complex interchanges and other similar hazardous and high risk locations. ,,FALSE,FALSE,K5.7, nh_sh_2_lane
572,Flashing beacons ,Structures,Existing,Radio Button, IRC 5:2015 Clause 111.2 Signals a) Signals  near or on the bridges  shall be provided as per specific requirement of the any particular project  conforming to the requirements of IRC:93. b) Signals can be either electrically operated or solar powered. c) Flashing beacons shall be provided at the beginning of median or crash barrier  clearly indicating start of a bridge/flyover or loop emerging from main carriageway. Provision of cables for power supply to any such signal shall be considered in addition to the regular illumination ,,FALSE,FALSE,K5.8, nh_sh_2_lane
573,Lighting ,Structures,Existing,Radio Button,,,FALSE,FALSE,K5.10, nh_sh_2_lane
574,Comments,Structures,Existing,Text Area,,,FALSE,FALSE,K5.11, nh_sh_2_lane
575,General observation,Structures,Existing,Checkbox,,,FALSE,FALSE,K5.13, nh_sh_2_lane
576,Severity ,Structures,Existing,Dropdown,,,FALSE,FALSE,K5.14, nh_sh_2_lane
577,Priority ,Structures,Existing,Dropdown,,,,FALSE,K5.15, nh_sh_2_lane
578,Road Under Bridge (RUB),Structures,Existing,Heading,,,TRUE,FALSE,K6, nh_sh_2_lane
579,GPS Location,Structures,Existing,Autogenerated,,,TRUE,FALSE,K6.1, nh_sh_2_lane
580,Photo/Video/Audio,Structures,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,FALSE,FALSE,K6.3, nh_sh_2_lane
581,Lanes,Structures,Existing,Drop down,IRC 5:2015 Clause 104.3.1,Â ,FALSE,FALSE,K6.4, nh_sh_2_lane
582,Width (m),Structures,Existing,Numerical Box,,If K6.5 = No,FALSE,FALSE,K6.5.1, nh_sh_2_lane
583,crash barrier on approaches where embankment height >3 m ,Facilities,Existing,Radio Button,IRC 5:2015  Clause 109.6.1Â Suitably Designed Crash Barriers shall Generally be Located on: a) All high level bridges  flyovers  interchanges and ROBâ€™s. b) Approaches to bridge structure  where embankment height is more than 3 m c) High containment barrier shall be provided mainly on bridges on busy railway lines  complex interchanges and other similar hazardous and high risk locations. ,,FALSE,FALSE,K6.6, nh_sh_2_lane
584,Flashing beacons ,Facilities,Existing,Radio Button, IRC 5:2015 Clause 111.2 Signals a) Signals  near or on the bridges  shall be provided as per specific requirement of the any particular project  conforming to the requirements of IRC:93. b) Signals can be either electrically operated or solar powered. c) Flashing beacons shall be provided at the beginning of median or crash barrier  clearly indicating start of a bridge/flyover or loop emerging from main carriageway. Provision of cables for power supply to any such signal shall be considered in addition to the regular illumination ,,FALSE,FALSE,K6.7, nh_sh_2_lane
585,Delineators,Facilities,Existing,Radio Button,IRC 5:2015 Clause 111.4 Delineators (also referred to as guideposts) shall be provided as per safety requirements. These shall be installed along the side of the roadway in a series to indicate the alignment of the roadway. Delineators are particularly beneficial at locations where the alignment might be confusing or unexpected  such as at lane reduction  transitions and curves.,,FALSE,FALSE,K6.8, nh_sh_2_lane
586,50 lux illumination,Facilities,Existing,Radio Button, IRC 5:2015 Clause 110.2 Illumination plan for bridges  grade separators  under-passes and interchanges  shall be considered during initial planning. The arrangement of the masts/poles i.e. its height and spacing  should be such as to achieve the following values of Average Maintained  Luminance  Eav:Main Carriageway=50 lux  Footpath/Cycle Track=20 lux  Underpass= 70 lux,If K6.9= Yes,FALSE,FALSE,K6.9.1, nh_sh_2_lane
587,Comments,Facilities,Existing,Text Area,,,FALSE,FALSE,K6.10, nh_sh_2_lane
588,General observation,Facilities,Existing,Checkbox,,,FALSE,FALSE,K6.12, nh_sh_2_lane
589,Severity ,Facilities,Existing,Dropdown,,,,FALSE,K6.13, nh_sh_2_lane
590,Toll plaza,Facilities,Existing,Heading,,,TRUE,FALSE,M1, nh_sh_2_lane
591,GPS Location,Facilities,Existing,Autogenerated,,,FALSE,FALSE,M1.1, nh_sh_2_lane
592,Overhead lane signs,Facilities,Existing,Radio Button,IRC:SP:73-2018 Clause:10.9 Overhead Lane Signs (OHLS) shall be mounted on the leading edge of the canopy covering the toll lanes above the center of the lane to indicate to the user.,,FALSE,FALSE,M1.4, nh_sh_2_lane
593,Information sign board placed 1km ahead with a repeater sign 500m ahead,Facilities,Existing,Radio Button,IRC:SP 73-2018  Clause:10.9 It is necessary to alert the driver about the existence of toll plaza one km ahead with a repeater sign 500 m ahead ,,FALSE,FALSE,M1.5, nh_sh_2_lane
594,3.2m wide lane,Facilities,Existing,Numerical Box,IRC:SP:73-2018  Clause:10.4.2 The width of each toll lane shall be 3.2 m,,FALSE,FALSE,M1.7, nh_sh_2_lane
595,Wide (m),Facilities,Existing,Numerical Box,,If M1.7 = No,FALSE,FALSE,M1.7.1, nh_sh_2_lane
596, lane signal/arrow ,Facilities,Existing,Radio Button,,,FALSE,FALSE,M1.10, nh_sh_2_lane
597,Fire fighting system ,Facilities,Existing,Radio Button,,,FALSE,FALSE,M1.11, nh_sh_2_lane
598,Emergency Lane,Facilities,Existing,Radio Button,,,FALSE,FALSE,M1.14, nh_sh_2_lane
599,Emergency Medical services nearby,Facilities,Existing,Radio Button,IRC:SP:73-2018 Clause 12.12 Emergency Medical Services These services shall include setting up medical aid posts by the Concessionaire. The Concessionaire shall provide â€œTwo Patient Capacityâ€œ rescue ambulance(s) at the Toll Plaza location(s). Specifications of â€œTwo Patient Capacityâ€œ rescue ambulance along with medical devices  on-board equipments  medicines and man power,,FALSE,FALSE,M1.15, nh_sh_2_lane
600,Highway patrol units in the stretch,Facilities,Existing,Radio Button,IRC:SP:73-2018 Clause:12.11 The concessionaire shall establish and operate Highway Patrol Unit(s) at the Toll Plaza  Locations  which shall continuously patrol the highway in a stretch not exceeding 50 km  and shall remain in contact with the control room on a real time basis,,FALSE,FALSE,M1.16, nh_sh_2_lane
601,Crane services ,Facilities,Existing,Radio Button,IRC:SP:73-2018 Clause:12.13 The Concessionaire shall provide a crane of adequate capacity (minimum 20 MT) at  each toll plaza location(s) with all necessary equipment so that it can reach the site of  the incident within 30 minutes of call and clear the disabled/accident vehicles. It shall  also be fitted with a GPS based vehicle tracking system to monitor its movement on 24 hours x 7 days of a week basis.,,FALSE,FALSE,M1.16, nh_sh_2_lane
602,Drainage Issues,Facilities,Existing,Radio Button,,,FALSE,FALSE,M1.17, nh_sh_2_lane
603,Other Issues,Facilities,Existing,Text Area,,,FALSE,FALSE,M1.18, nh_sh_2_lane
604,Critical observation,Facilities,Existing,Checkbox,,,FALSE,FALSE,M1.20, nh_sh_2_lane
605,General observation,Facilities,Existing,Checkbox,,,FALSE,FALSE,M1.21, nh_sh_2_lane
606,Severity ,Facilities,Existing,Dropdown,,,,FALSE,M1.22, nh_sh_2_lane
607,Truck lay bye,Facilities,Existing,Heading,IRC:SP:73-2018 Clause 12.5.3  Truck lay-byes shall  in general  be located near check barriers   interstate borders  places of conventional stops of the truck operators  etc.,,TRUE,FALSE,M2, nh_sh_2_lane
608,GPS Location,Facilities,Existing,Autogenerated,,,FALSE,FALSE,M2.1, nh_sh_2_lane
609,Chainage (km),Facilities,Existing,Numerical Box,,,FALSE,FALSE,M2.2, nh_sh_2_lane
610,Truck lay-bye Facilities,Facilities,Existing,Multiple selection; Check Box,IRC:SP:73-2018 Clause 12.5.3 The truck lay-byes shall have the following facilities: i) Paved parking  ii) Toilets and drinking water  iii) Telephone.,,FALSE,FALSE,M2.5, nh_sh_2_lane
611,Lighting availability,Facilities,Existing,Radio Button,,,FALSE,FALSE,M2.6, nh_sh_2_lane
612,Comments,Facilities,Existing,Text Area,,,FALSE,FALSE,M2.7, nh_sh_2_lane
613,Severity ,Facilities,Existing,Dropdown,,,FALSE,FALSE,M2.10, nh_sh_2_lane
614,Priority ,Facilities,Existing,Dropdown,,,,FALSE,M2.11, nh_sh_2_lane
615,Bus stop,Facilities,Existing,Heading,,,TRUE,FALSE,M3, nh_sh_2_lane
616,GPS Location,Facilities,Existing,Autogenerated,,,TRUE,FALSE,M3.1, nh_sh_2_lane
617,Photo/Video/Audio,Facilities,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,FALSE,FALSE,M3.3, nh_sh_2_lane
618,Bus shelter,Facilities,Existing,Radio Button,IRC:SP:73-2018 Clause 12.6.3  vi) The bus bay shall be provided with a shelter for passengers. The shelter shall  be structurally safe and aesthetic in appearance  while also being functional  so as to protect the waiting passengers adequately from sun  wind and rain. If  the shelter is constructed on the hill side  slopes shall be properly dressed and  suitably protected to avoid slips. ,,FALSE,FALSE,M3.4, nh_sh_2_lane
619,Bus bay is 30m far from intersection?,Facilities,Existing,Radio Button,IRC:SP 73-2018 Clause 12.6.2 iv) A gap of 30 m from the tangent point of intersections to start/end of the bus bay shall be desirable.At minor intersections (e.g. junctions with village roads)  distance of 60 m may be adopted.,If M3.5 = Yes,FALSE,FALSE,M3.5.1, nh_sh_2_lane
620,Distance from intersection,Facilities,Existing,Numerical Box,,If M3.6 = No,FALSE,FALSE,M3.5.2, nh_sh_2_lane
621,Availability of facility marking available ?,Facilities,Existing,Radio Button,,,FALSE,FALSE,M3.7, nh_sh_2_lane
622,Physical island between bus bay and main carriageway?,Facilities,Existing,Radio Button,,,FALSE,FALSE,M3.8, nh_sh_2_lane
623,Are the buses stopping at bus shelters?,Facilities,Existing,Radio Button,,,FALSE,FALSE,M3.10, nh_sh_2_lane
624,Bus stops far from stop ,Facilities,Existing,Text Area,,If M3.10 = No,FALSE,FALSE,M3.10.1, nh_sh_2_lane
625,Refuge Island for pedestrian,Facilities,Existing,Radio Button,,If M3.11 = Yes,FALSE,FALSE,M3.13, nh_sh_2_lane
626,Comments,Facilities,Existing,Text Area,,,FALSE,FALSE,M3.14, nh_sh_2_lane
627,General observation,Facilities,Existing,Checkbox,,,FALSE,FALSE,M3.16, nh_sh_2_lane
628,Severity ,Facilities,Existing,Dropdown,,,,FALSE,M3.17, nh_sh_2_lane
629,Rest areas,Facilities,Existing,Heading,IRC:SP:73-2018 Clause 12.10.1The concessionaire shall construct and operate  or cause to be constructed and operated  facilities such as toilets  telephones  cafeteria  restaurant  parking for cars  buses and trucks  dormitory  rest rooms  shops for travel needs  fuel stations and garage  first aid  etc. In approximately 2 Hectares of land  the following minimum facilities shall be provided.,,TRUE,FALSE,M4, nh_sh_2_lane
630,GPS Location,Facilities,Existing,Autogenerated,,,TRUE,FALSE,M4.1, nh_sh_2_lane
631,Photo/Video/Audio,Facilities,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,FALSE,FALSE,M4.3, nh_sh_2_lane
632,signboard for prior indication ,Facilities,Existing,Radio Button,,,FALSE,FALSE,M4.4, nh_sh_2_lane
633,Dedicated parking facility?,Facilities,Existing,Radio Button,,,FALSE,FALSE,M4.7, nh_sh_2_lane
634,Adequate road width?,Facilities,Existing,Radio Button,,,FALSE,FALSE,M4.8, nh_sh_2_lane
635,Comments,Facilities,Existing,Text Area,,,FALSE,FALSE,M4.10, nh_sh_2_lane
636,Critical observation,Facilities,Existing,Checkbox,,,FALSE,FALSE,M4.11, nh_sh_2_lane
637,Priority ,Facilities,Existing,Dropdown,,,,FALSE,M4.14, nh_sh_2_lane
638,Lighting,Facilities,Existing,Heading,"IRC:SP:73-2018 Clause 12.4.3 Street Lighting: the minimum level of illumination on
the locations of the Project Highway where lighting is to be provided as per this section shall be 40 Lux.

Clause 12.5.3 lighting at the following locations of the Project
Highway:
i) Toll Plaza Area: The lighting in and around Toll Plaza  toll booths  office building 
on the approach road  etc. shall be as per Section 10 of this Manual.
ii) Rest Areas as given in Para 12.9
iii) Truck Lay-Bye: Lighting at the truck lay-bye shall be as per Para 12.6
iv) Bus Bay & Bus Shelter Locations: Lighting shall be provided as per Para 12.7
v) Grade Separated Structures  Interchanges  Flyovers  Underpasses
(vehicular/pedestrian) and Overpasses: Lighting shall be provided as per
Para 3.4.6 of this Manual.
vi) Built-up sections on the Project Highway both in the median of main carriageway
and on the service roads on either side.",,FALSE,FALSE,M5, nh_sh_2_lane
639,Chainage (km),Avenue Plantation ,Existing,Numerical Box,,,TRUE,FALSE,M5.2, nh_sh_2_lane
640,Photo/Video/Audio,Avenue Plantation ,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,,FALSE,M5.3, nh_sh_2_lane
641,Adequate Lighting facility during night time?,Avenue Plantation ,Existing,Radio Button,,,FALSE,FALSE,M5.4, nh_sh_2_lane
642,Critical observation,Avenue Plantation ,Existing,Checkbox,,,FALSE,FALSE,M5.6, nh_sh_2_lane
643,Severity ,Avenue Plantation ,Existing,Dropdown,,,FALSE,FALSE,M5.8, nh_sh_2_lane
644,Advanced Traffic Management System (ATMS),Avenue Plantation ,Existing,Radio Button,,,TRUE,FALSE,M6, nh_sh_2_lane
645,GPS Location,Avenue Plantation ,Existing,Autogenerated,,,FALSE,FALSE,N1, nh_sh_2_lane
646,Chainage (km),Avenue Plantation ,Existing,Numerical Box,,,FALSE,FALSE,N2, nh_sh_2_lane
647,Horizontal setback â‰¥ 10-11mÂ (from the extreme lane's centre),Overhead Electrical Lines,Existing,Radio Button,IRC:SP:73-2018 Clause 11.2.1 Trees shall be placed Â at a minimum distance of 10-11 m from the centre line of the extreme traffic lane,,FALSE,FALSE,N4, nh_sh_2_lane
648,Min. 5m vertical clearance ,Overhead Electrical Lines,Existing,Radio Button,IRC:SP:73-2018 Clause 11.2.3 For safe traffic operation  the vertical clearance available across the roadway shall be minimum Â 5m. Trees shall be trimmed to 6 m and 6.5 m above the pavement in rural and urban areas respectively.,,TRUE,FALSE,N5, nh_sh_2_lane
649,Vertical clearance (m),Overhead Electrical Lines,Existing,Numerical Box,,If N5 = No ,FALSE,FALSE,N5.1, nh_sh_2_lane
650,Comments,Overhead Electrical Lines,Existing,Text Area,,,FALSE,FALSE,N10, nh_sh_2_lane
651,General observation,Overhead Electrical Lines,Existing,Checkbox,,,FALSE,FALSE,N12, nh_sh_2_lane
652,Severity ,Overhead Electrical Lines,Existing,Dropdown,,,TRUE,FALSE,N13, nh_sh_2_lane
653,GPS Location,Overhead Electrical Lines,Existing,Autogenerated,,,TRUE,FALSE,O1, nh_sh_2_lane
654,Photo/Video/Audio,Overhead Electrical Lines,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,FALSE,FALSE,O3, nh_sh_2_lane
655,Type,Traffic Calming Measures,Existing,Dropdown,,,TRUE,FALSE,O4, nh_sh_2_lane
656,Horizontal Clearance (m),Traffic Calming Measures,Existing,Numerical Box,,If O5 = No,TRUE,FALSE,O5.1, nh_sh_2_lane
657,Vertical Clearance (m),Traffic Calming Measures,Existing,Numerical Box,,If O6 = No,FALSE,FALSE,O6.1, nh_sh_2_lane
658,Warning / cautionary sign board ,Traffic Calming Measures,Existing,,,Pop up Section H when clicked,FALSE,FALSE,O7, nh_sh_2_lane
659,General observation,Traffic Calming Measures,Existing,Checkbox,,,FALSE,FALSE,O10, nh_sh_2_lane
660,Priority ,Traffic Calming Measures,Existing,Dropdown,,,TRUE,FALSE,O12, nh_sh_2_lane
661,GPS Location,User Behavior,Existing,Autogenerated,,,TRUE,FALSE,P1, nh_sh_2_lane
662,Photo/Video/Audio,User Behavior,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,FALSE,FALSE,P3, nh_sh_2_lane
663,Issues,User Behavior,Existing,Multiple selection; Check Box,,,FALSE,FALSE,P5, nh_sh_2_lane
664,Comments,User Behavior,Existing,Text Area,,,FALSE,FALSE,P6, nh_sh_2_lane
665,Critical observation,User Behavior,Existing,Checkbox,,,FALSE,FALSE,P7, nh_sh_2_lane
666,Severity ,User Behavior,Existing,Dropdown,,,FALSE,FALSE,P9, nh_sh_2_lane
667,Chainage (km),Service lane,Existing,Numerical Box,,,TRUE,FALSE,Q2, nh_sh_2_lane
668,Photo/Video/Audio,Special Zones,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,FALSE,FALSE,Q3, nh_sh_2_lane
669,Comments,Special Zones,Existing,Text Area,,,FALSE,FALSE,Q5, nh_sh_2_lane
670,General observation,Special Zones,Existing,Checkbox,,,FALSE,FALSE,Q7, nh_sh_2_lane
671,Severity ,Special Zones,Existing,Dropdown,,,FALSE,FALSE,Q8, nh_sh_2_lane
672,Priority ,Special Zones,Existing,Dropdown,,,,FALSE,Q9, nh_sh_2_lane
673,,Special Zones,Existing,,,,,FALSE,, nh_sh_2_lane
674,,Special Zones,Existing,,,,FALSE,FALSE,, nh_sh_2_lane
675,Chainage (km),Special Zones,Existing,Numerical Box,,,TRUE,FALSE,T1.2, nh_sh_2_lane
676,Photo/Video/Audio,Special Zones,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,,FALSE,T1.3, nh_sh_2_lane
677,Traffic calming measures,Special Zones,Existing,,,Pop up Section Q when clicked,TRUE,FALSE,T1.4, nh_sh_2_lane
678,Speed signboard  ,Special Zones,Existing,Radio Button,,,TRUE,FALSE,D4.1.3, nh_sh_2_lane
679,25 kmph speed limit signboard on approaches,Special Zones,Existing,Radio Button,IRC 99-2018 :Clause 4.1.2 School children are more prone to commit mistakes while negotiating with highway traffic. Hence  it is recommended that vehicles should travel at maximum speeds of 25 kmph near schools. ,,TRUE,FALSE,D4.1.3.2, nh_sh_2_lane
680,Posted speed limit (kmph),Special Zones,Existing,Numerical Box,,,TRUE,FALSE,D4.1.3.3, nh_sh_2_lane
681,Transition speed limit (kmph),Special Zones,Existing,Numerical Box,,,TRUE,FALSE,D4.1.3.4, nh_sh_2_lane
682,Warning sign board as per IRC 67-2022 ,Special Zones,Existing,Radio Button,,,TRUE,FALSE,D4.1.3, nh_sh_2_lane
683,Pedestrian crossing marking,Special Zones,Existing,Radio Button,,,TRUE,FALSE,D4.1.5, nh_sh_2_lane
684,Photo / video/ Audio,Special Zones,Existing,Microphone/ Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio   in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,TRUE,FALSE,D4.1.5.1, nh_sh_2_lane
685,Zig zag hazard marking,Special Zones,Existing,Radio Button,,,FALSE,FALSE,D4.1.6, nh_sh_2_lane
686,Severity ,Special Zones,Existing,Dropdown,,,FALSE,FALSE,, nh_sh_2_lane
687,Priority ,Special Zones,Existing,Dropdown,,,,FALSE,, nh_sh_2_lane
688,Hospital Zone,Special Zones,Existing,Heading,,,TRUE,FALSE,S2, nh_sh_2_lane
689,GPS Location,Special Zones,Existing,Autogenerated,,,FALSE,FALSE,T2.1, nh_sh_2_lane
690,Chainage (km),Special Zones,Existing,Numerical Box,,,TRUE,FALSE,T2.2, nh_sh_2_lane
691,Photo/Video/Audio,Special Zones,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,TRUE,FALSE,T2.3, nh_sh_2_lane
692,Traffic calming measures,Special Zones,Existing,Radio Button,,,TRUE,FALSE,D4.2.2, nh_sh_2_lane
693,Type,Special Zones,Existing,Drop Down,,Display if D4.2.2 = Yes,TRUE,FALSE,D4.2.2.2, nh_sh_2_lane
694,Speed signboard  ,Construction Zone,Existing,Radio Button,,,TRUE,FALSE,D4.2.3, nh_sh_2_lane
695,30 kmph speed limit signboard on approaches,Construction Zone,Existing,Radio Button,IRC 99-2018 :Clause 4.1.2 School children are more prone to commit mistakes while negotiating with highway traffic. Hence  it is recommended that vehicles should travel at maximum speeds of 25 kmph near schools. ,,TRUE,FALSE,D4.2.3.2, nh_sh_2_lane
696,Posted speed limit (kmph),Construction Zone,Existing,Numerical Box,,,TRUE,FALSE,D4.2.3.3, nh_sh_2_lane
697,Signboard visible  ,Construction Zone,Existing,Radio Button,,,TRUE,FALSE,D4.2.4, nh_sh_2_lane
698,Facility information sign board ,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,D4.2.5, nh_sh_2_lane
699,Comments,Construction Zone,Existing,Text Area,,,FALSE,FALSE,, nh_sh_2_lane
700,Critical observation,Construction Zone,Existing,Checkbox,,,FALSE,FALSE,, nh_sh_2_lane
701,Severity ,Construction Zone,Existing,Dropdown,,,FALSE,FALSE,, nh_sh_2_lane
702,Priority ,Construction Zone,Existing,Dropdown,,,TRUE,FALSE,, nh_sh_2_lane
703,GPS Location,Construction Zone,Existing,Autogenerated,,,FALSE,FALSE,U1, nh_sh_2_lane
704,Chainage (km),Construction Zone,Existing,Numerical Box,,,TRUE,FALSE,U2, nh_sh_2_lane
705,Photo/Video/Audio,Construction Zone,Existing,Camera/ Upload,,Must have an option for taking photos/recording the video/recording audio in the field as well as  uploading the photo/video/audio recording from the device folder  Option for adding multiple photos should be there,FALSE,FALSE,U3, nh_sh_2_lane
706,Has the TMP been implemented correctly at the site?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U4, nh_sh_2_lane
707,Traffic Control Zone,Construction Zone,Existing,Heading,,,FALSE,FALSE,U5, nh_sh_2_lane
708,Safety buffer zone been provided as per IRC:SP:55?,Construction Zone,Existing,Radio Button,IRC SP 55-2014 Table 4.1 Suggested lenght for Temporary Traffic Control Zone,,FALSE,FALSE,U5.1, nh_sh_2_lane
709,Adequate terminal transition length ,Construction Zone,Existing,Radio Button,IRC:SP:55-2014 Clause 4.2.4 and Table 4.1 The rate of taper and Approach Taper Length (ATL) for a few sample width are presented in Table 4.1 ,,FALSE,FALSE,U5.2, nh_sh_2_lane
710,Adequate approach transition length ,Construction Zone,Existing,Radio Button,IRC:SP:55-2014 Clause 4.2.4 and Table 4.1 The rate of taper and Approach Taper Length (ATL) for a few sample width are presented in Table 4.1 ,,FALSE,FALSE,U5.3, nh_sh_2_lane
711,Termination zone adequately signed to advise road users,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U5.4, nh_sh_2_lane
712, Direction indicator barricades,Construction Zone,Existing,Radio Button,IRC SP 55-2014 clause 5.2.6 direction indicator barricades The direction indicator barricade may be used in tapers  transitions  and other areas where specific directional guidance to drivers is necessary.,,FALSE,FALSE,U5.5, nh_sh_2_lane
713,Road Signs,Construction Zone,Existing,Heading,,Pop up Section H when clicked,FALSE,FALSE,U6, nh_sh_2_lane
714,Transition speed limit (KMPH),Construction Zone,Existing,Numerical Box,,,FALSE,FALSE,U6.1, nh_sh_2_lane
715,Are temporary traffic signals present?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U7, nh_sh_2_lane
716,Clearly visible to the approaching drivers?,Construction Zone,Existing,Radio Button,,If U7 = Yes,FALSE,FALSE,U7.1, nh_sh_2_lane
717,Â Carriageway (on which the work is to take place) fully and clearly closed off to all traffic?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U8, nh_sh_2_lane
718,Â Transition zone well delineated,Construction Zone,Existing,Radio Button,IRC:SP:55-2014 Clause 5.4 Lighting Devices & Variable Message Signs,,FALSE,FALSE,U9, nh_sh_2_lane
719,Delineation through the site safe for all road users under all anticipated conditions?,Construction Zone,Existing,Radio Button,,,,FALSE,U10.1, nh_sh_2_lane
720,Lighting,Construction Zone,Existing,Heading,IRC:SP:55-2014 Clause 5.4 Lighting Devices & Variable Message Signs,Pop up Section M5 when clicked,,FALSE,U11, nh_sh_2_lane
721,Traffic calming measures,Construction Zone,Existing,Heading,,Pop up Section P when clicked,,FALSE,U12, nh_sh_2_lane
722,Road Marking,Construction Zone,Existing,Heading,,Pop up Section G when clicked,,FALSE,U13, nh_sh_2_lane
723,Pavement condition,Construction Zone,Existing,Heading,,Pop up Section E when clicked,FALSE,FALSE,U14, nh_sh_2_lane
724,Work Site Access,Construction Zone,Existing,Heading,,,FALSE,FALSE,U15, nh_sh_2_lane
725,Â Â work site access points located with adequate sight distances for entering and exiting work vehicles?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U15.1, nh_sh_2_lane
726,Â Â All site access points closed off to unauthorized traffic?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U15.2, nh_sh_2_lane
727,"Â Appropriate traffic controls in place where works traffic and public traffic interact?
",Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U15.3, nh_sh_2_lane
728,Road Worker safety,Construction Zone,Existing,Heading,,,FALSE,FALSE,U16, nh_sh_2_lane
729,personal protective equipment to construction workers ,Construction Zone,Existing,Radio Button,IRC SP 55-2014 clause 9.5 Protective gears for workers,,FALSE,FALSE,U16.1, nh_sh_2_lane
730,All workers and supervisors at the works site wearing good and required PPE as per HSE norms and as per the requirement of activity being performed?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U16.2, nh_sh_2_lane
731,Does the Contractor have an appointed Safety Engineer,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U16.3, nh_sh_2_lane
732,Vulnerable Road Users,Construction Zone,Existing,Heading,,,FALSE,FALSE,U17, nh_sh_2_lane
733,pedestrians  bicyclists  and two/three wheelers able to move safely through the construction zones?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U17.1, nh_sh_2_lane
734,Vulnerable road users able to cross the road safely?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U17.2, nh_sh_2_lane
735,Particular  is safe access across the road provided for the young  the elderly and the disabled?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U17.3, nh_sh_2_lane
736,Have all-weather footways been provided to assist public transport users to reach their stops without walking through the road work site?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U17.4, nh_sh_2_lane
737,Do the construction layouts and practices allow adequate visibility for an approaching driver to see a pedestrian waiting to cross the road?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U17.5, nh_sh_2_lane
738,Do construction layouts ensure drivers can see pedestrians and vehicles waiting to cross from side roads or median storage areas?,Construction Zone,Existing,Radio Button,,,FALSE,FALSE,U17.6, nh_sh_2_lane
739,Temporary pedestrian barriers ,Construction Zone,Existing,Radio Button,IRC:SP:55-2014 Clause 6.3 (Fig 6.1) Pedestrian barrier should be used to mark out any temporary footpath. Water filled barricades must always be used to protect pedestrians from traffic  excavations  plant or materials,,FALSE,FALSE,U17.7, nh_sh_2_lane
740,Other issues,Construction Zone,Existing,Text Area,,,FALSE,FALSE,U17.8, nh_sh_2_lane
741,Drainage issues,Construction Zone,Existing,Heading,,,FALSE,FALSE,U18, nh_sh_2_lane
742,Drain clogged,Construction Zone,Existing,Radio Button,IRC SP:42-2014 clause 4.5.1 Maintenance of unlined drains especially prior to monsoon is essential,,FALSE,FALSE,U18.1, nh_sh_2_lane
